evolution$generation,evolution$evaluated,nbBoats,ReserveIntegrale,ZonesExclusionPeche,PrixPoisson,BiomassInit,objective$om_sumBiomass,objective$om_capitalTotal,evolution$samples,evolution$generated,om_MSTb,om_MFETc,om_MFETb,om_MSTc,om_capitalTotal,om_capital_moyen_2,om_sumBiomass,om_capital_moyen_1,om_biomassfished,mySeed
900,900,120.25029717295234,4.488735662736902,false,1946.0652594526632,380745.1000643992,293341.34246484103,5.955290100120761E8,1,696,"[0.0]","[25.0]","[0.0]","[0.9934246575342466]","[5.955290100120761E8]","[4.1080120895733654E8]","[293341.34246484103]","[1.8472780105473953E8]","[173.74755075369634]","[597146909]"
900,900,484.79497436910617,0.0,false,2055.1556381904193,333174.4177404751,0.0417375915583789,9122572.479510028,1,753,"[0.9758904109589042]","[42.0]","[89.0]","[0.9881912442396313]","[9122572.479510028]","[1.0136426613556169E7]","[0.0417375915583789]","[-1013854.1340461405]","[6.85115072343069E-5]","[145260960]"
900,900,187.45732295854557,4.207548928444806,false,2609.4769063290273,146773.5632509672,96084.25118984251,2.4494485840989634E8,1,669,"[0.6917808219178082]","[59.0]","[63.0]","[0.9841095890410959]","[2.4494485840989634E8]","[1.7117540951632598E8]","[96084.25118984251]","[7.376944889357036E7]","[84.25012074048794]","[-1376496242]"
900,900,50.0,0.0,true,1494.160767640176,214008.4814484273,192418.38900130385,5.0536499406339455E8,1,240,"[0.0]","[98.0]","[0.0]","[0.9734246575342466]","[5.0536499406339455E8]","[3.4952099459365684E8]","[192418.38900130385]","[1.5584399946973774E8]","[28.18967304142045]","[1050500209]"
900,900,485.97720651700735,4.710809614470534,true,2761.8080256560565,433823.2758629477,123479.77023817466,2.306513877842284E8,1,670,"[0.5005694760820045]","[21.0]","[144.0]","[0.9945205479452055]","[2.306513877842284E8]","[1.6119086212198013E8]","[123479.77023817466]","[6.946052566224828E7]","[186.31841164925788]","[-1354206671]"
900,900,109.25579828964132,4.415008221023802,true,1768.5570773969807,386297.754286959,319316.8632776359,5.93019878067333E8,1,207,"[0.0]","[33.0]","[0.0]","[0.9912328767123287]","[5.93019878067333E8]","[4.091142634637858E8]","[319316.8632776359]","[1.8390561460354713E8]","[138.84747365468905]","[1997709970]"
900,900,541.2572114956866,2.0889247681231806,true,2417.5626092007305,404975.0291287537,48109.39216667993,7.28707646079537E7,1,306,"[0.9712328767123287]","[27.0]","[106.0]","[0.9928767123287672]","[7.28707646079537E7]","[5.379045711853816E7]","[48109.39216667993]","[1.9080307489415538E7]","[55.218322902356654]","[1257726263]"
900,900,191.0124617054367,5.1072818624913285,false,2137.411877123941,420134.59807358717,284324.9847195672,5.60892652874377E8,1,61,"[0.0]","[22.0]","[0.0]","[0.9942465753424657]","[5.60892652874377E8]","[3.8686194839665097E8]","[284324.9847195672]","[1.740307044777261E8]","[247.4580996217227]","[-1851008871]"
900,900,377.7077217193425,2.8590030399175492,false,1012.4979265593695,379996.7017759076,90177.6000055044,8.739123443967602E7,2,31,"[0.8041095890410959,0.8046575342465754]","[89.0,89.0]","[159.0,158.0]","[0.9758904109589042,0.9758904109589042]","[8.74258310507493E7,8.739123443967602E7]","[6.3462915546470135E7,6.343419621753291E7]","[90446.5053266176,90177.6000055044]","[2.3962915504279174E7,2.3957038222143114E7]","[135.1814757055589,135.41944972190058]","[-29528748,-1590874040]"
900,900,581.509575413169,4.1431905517666765,false,3000.0,417058.8480290559,4975.752309787701,5.13335989874223E7,1,574,"[0.9772602739726027]","[20.0]","[84.0]","[0.9947945205479453]","[5.13335989874223E7]","[3.8806207516941845E7]","[4975.752309787701]","[1.2527391470480459E7]","[10.774710774104314]","[18533452]"
900,900,406.5955914206266,2.560564261596999,false,2343.093938628883,383867.7741841701,48315.37583577984,1.4335749748008156E8,1,269,"[0.9536986301369863]","[27.0]","[135.0]","[0.9928767123287672]","[1.4335749748008156E8]","[1.0147968285396278E8]","[48315.37583577984]","[4.187781462611878E7]","[74.49647936141163]","[-1937785090]"
900,900,85.97129632649357,3.8772112652598003,true,2086.4165356235685,165400.06016175746,135658.8713721479,3.065324002503414E8,1,3,"[0.0]","[54.0]","[0.0]","[0.9854794520547945]","[3.065324002503414E8]","[2.1344040624451244E8]","[135658.8713721479]","[9.3091994005829E7]","[59.26132738222448]","[-949235057]"
900,900,394.595908769659,2.873289848557484,false,1383.2038812563742,367904.3994355158,59869.45513977164,8.41576897469237E7,2,515,"[0.9495890410958904,0.9495890410958904]","[56.0,56.0]","[128.0,128.0]","[0.9849315068493151,0.9849315068493151]","[8.433119243418321E7,8.41576897469237E7]","[6.130767307458361E7,6.117557993114769E7]","[59869.45513977164,60131.248922449224]","[2.3023519359599605E7,2.2982109815776017E7]","[96.598159977459,98.25024590340439]","[126393742,-445940783]"
900,900,116.90097864880492,2.0491164047292005,true,2160.441488707047,322303.0328366213,252674.0780434269,7.533706665983019E8,1,655,"[0.0]","[35.0]","[0.0]","[0.9906849315068493]","[7.533706665983019E8]","[5.1865314375228316E8]","[252674.0780434269]","[2.3471752284601867E8]","[108.8782774771238]","[163266036]"
900,900,546.8546105223513,2.6541340327627916,false,1678.49954029242,425428.3418347723,43.78790330747814,8681062.24244636,2,217,"[0.9747945205479452,0.9747945205479452]","[42.0,42.0]","[93.0,93.0]","[0.988029197080292,0.9880116959064328]","[8710204.869314186,8681062.24244636]","[9841353.887854734,9827269.921108061]","[43.78790330747814,45.10883843158352]","[-1131149.0185405482,-1146207.6786617027]","[0.0865139354203633,0.08981927612600804]","[-1358842023,-819262792]"
900,900,111.88760538306856,0.0,false,2079.4078080679983,295758.4447583451,206367.66194815448,7.736496103404279E8,1,625,"[0.0]","[38.0]","[0.0]","[0.9898630136986302]","[7.736496103404279E8]","[5.32588188191744E8]","[206367.66194815448]","[2.410614221486838E8]","[91.56564894501385]","[1302643108]"
900,900,438.2194631354182,4.079805471345115,false,2611.175611898494,415168.5626677481,93952.75879358014,2.225707202082916E8,2,460,"[0.7323287671232876,0.7295890410958904]","[21.0,21.0]","[127.0,128.0]","[0.9945205479452055,0.9945205479452055]","[2.225707202082916E8,2.231343149450497E8]","[1.5543862906739938E8,1.557874963355138E8]","[93952.75879358014,94299.04291679092]","[6.713209114089221E7,6.73468186095359E7]","[162.9168099756848,165.18606573682592]","[-359454421,1398885695]"
900,900,470.71431345694583,5.706583683381585,false,2715.3685345629874,110171.05422439269,35742.917481751596,5.6395690115103215E7,1,540,"[0.9989041095890411]","[384.0]","[5.0]","[0.8950684931506849]","[5.6395690115103215E7]","[4.235253069516926E7]","[35742.917481751596]","[1.404315941993395E7]","[67.5422134490688]","[-506615666]"
900,900,93.52268201518501,1.7293595760167588,false,2615.3212831327446,329650.80019988585,254492.42398542736,9.866301640747237E8,1,896,"[0.0]","[21.0]","[0.0]","[0.9945205479452055]","[9.866301640747237E8]","[6.780909744056395E8]","[254492.42398542736]","[3.085391896690842E8]","[112.60940476053658]","[-318321260]"
900,900,195.22124937302246,3.950009837666241,false,1476.829100331777,446407.57708764647,288706.03409376653,4.453908286872624E8,1,8,"[0.0]","[32.0]","[0.0]","[0.9915068493150685]","[4.453908286872624E8]","[3.0801389870927984E8]","[288706.03409376653]","[1.3737692997798255E8]","[249.75877757049597]","[956150232]"
900,900,215.3813413406237,3.7863114598485748,true,2802.056516988161,352034.1565484847,227950.5407027024,6.529558939811754E8,1,78,"[0.0]","[23.0]","[0.0]","[0.993972602739726]","[6.529558939811754E8]","[4.495817889636784E8]","[227950.5407027024]","[2.0337410501749694E8]","[188.09106916302323]","[-873795964]"
900,900,431.28770315511196,1.6337293404369464,false,2449.8634057673844,327967.29794274643,2107.7660096973586,3.8762852544986874E7,1,419,"[0.9734246575342466]","[31.0]","[98.0]","[0.9917808219178083]","[3.8762852544986874E7]","[3.0296976168167938E7]","[2107.7660096973586]","[8465876.376818936]","[3.5166147074487735]","[-1132277798]"
900,900,185.34212642904026,2.1741199544275287,true,2082.6565059540258,325507.4019800385,210624.16694641436,5.511640817758795E8,2,308,"[0.0,0.0]","[36.0,36.0]","[0.0,0.0]","[0.9904109589041096,0.9904109589041096]","[5.511640817758795E8,5.514311083988223E8]","[3.800619774825322E8,3.8038454624081916E8]","[210632.74002955388,210624.16694641436]","[1.7110210429334733E8,1.7104656215800315E8]","[144.67299680911415,146.34329986401022]","[2086544712,-427991020]"
900,900,169.66484623254343,3.3994546581949816,true,1820.3770695460407,364490.3361362278,252624.04094752358,5.0422774645782566E8,1,555,"[0.0]","[33.0]","[0.0]","[0.9912328767123287]","[5.0422774645782566E8]","[3.481877158765302E8]","[252624.04094752358]","[1.5604003058129546E8]","[174.7946108834041]","[-1010091273]"
900,900,467.7265519700229,2.3450742117358123,false,1592.890432145692,231003.25409811118,1438.7886959471596,3187865.8050318556,1,218,"[0.9852054794520548]","[126.0]","[55.0]","[0.9464897260273972]","[3187865.8050318556]","[6075674.069100831]","[1438.7886959471596]","[-2887808.264068975]","[2.474949676501293]","[-1592530781]"
900,900,556.5977745662282,5.22269839703106,true,2109.4116497052355,106863.87432942483,25974.454101470343,1.570706833706462E7,1,53,"[0.9994520547945206]","[1543.0]","[3.0]","[0.5419178082191781]","[1.570706833706462E7]","[1.4639547363779511E7]","[25974.454101470343]","[1067520.973285108]","[43.343247888872575]","[-913689425]"
900,900,501.1687186360446,2.369929261449758,true,3000.0,238223.13217578753,32647.718842981914,6.059369318247348E7,1,612,"[0.9846575342465753]","[42.0]","[57.0]","[0.9887671232876712]","[6.059369318247348E7]","[4.5339538579761714E7]","[32647.718842981914]","[1.5254154602711767E7]","[38.55355550121496]","[1134773903]"
900,900,50.0,4.870889689495556,false,1723.9485240959075,384878.47236508,362320.4217064092,6.608318866378604E8,1,639,"[0.0]","[45.0]","[0.0]","[0.9879452054794521]","[6.608318866378604E8]","[4.5584521456704813E8]","[362320.4217064092]","[2.049866720708123E8]","[54.20430282459403]","[1301596476]"
900,900,240.8082428331122,5.5017086923113885,false,2690.836213255411,174302.65069014818,110854.05309205022,2.4597527027330357E8,1,773,"[0.46735691688236985]","[54.0]","[86.0]","[0.9854794520547945]","[2.4597527027330357E8]","[1.7187237854221156E8]","[110854.05309205022]","[7.410289173109202E7]","[111.87156145477495]","[-1447786342]"
900,900,600.0,5.920598775053001,false,2023.518420077507,112413.33030114642,18094.57453644227,9608814.636937708,1,295,"[0.9989041095890411]","[0.0]","[5.0]","[0.0]","[9608814.636937708]","[1.0452654072665717E7]","[18094.57453644227]","[-843839.4357280101]","[42.68901467651405]","[1316353090]"
900,900,168.3954200300848,3.9832108777088475,false,2374.038137707118,100000.0,70494.77862804772,1.6558919116871792E8,1,863,"[1.0]","[113.0]","[1.0]","[0.9693150684931506]","[1.6558919116871792E8]","[1.170364707858354E8]","[70494.77862804772]","[4.855272038288251E7]","[51.8576624198911]","[1209978378]"
900,900,50.0,1.605297891626825,true,1850.4769322606853,282177.9381900035,260509.68874765455,7.35486078259547E8,1,345,"[0.0]","[58.0]","[0.0]","[0.9843835616438357]","[7.35486078259547E8]","[5.068108207570957E8]","[260509.68874765455]","[2.2867525750245136E8]","[38.386506964648675]","[-1301936245]"
900,900,50.0,1.6251118303953442,true,2078.9581743727795,338052.85823051893,312125.7191425727,9.978225274753032E8,1,375,"[0.0]","[42.0]","[0.0]","[0.9887671232876712]","[9.978225274753032E8]","[6.862725449590667E8]","[312125.7191425727]","[3.115499825162365E8]","[46.20810631956602]","[878551921]"
900,900,407.3314497361478,1.5486500378695434,false,2238.021295904313,303721.3078937774,10835.926801075895,5.698174732205109E7,1,678,"[0.9726027397260274]","[39.0]","[101.0]","[0.9895890410958904]","[5.698174732205109E7]","[4.265775661015319E7]","[10835.926801075895]","[1.4323990711897902E7]","[17.125949025812726]","[-706081788]"
900,900,318.85445829490834,4.967621558956173,true,2732.366831218701,302257.8178194411,162317.6970690758,3.517116620462761E8,1,43,"[0.07436342592592593]","[30.0]","[210.0]","[0.9920547945205479]","[3.517116620462761E8]","[2.4376147789708295E8]","[162317.6970690758]","[1.0795018414919314E8]","[191.74999999823805]","[469543034]"
900,900,471.2603916049271,3.4921336010497837,true,1623.5930829334134,122164.14883818437,23763.69000915137,1.0185405434063897E7,1,560,"[0.9972602739726028]","[3014.0]","[11.0]","[0.11835616438356164]","[1.0185405434063897E7]","[1.0906337105868595E7]","[23763.69000915137]","[-720931.6718046983]","[35.12905209981213]","[-1399449396]"
900,900,311.87122250025214,3.009815294632506,false,1978.5033107445183,304118.5984146929,122436.38210329344,2.5676771780994725E8,1,60,"[0.5321670428893905]","[43.0]","[179.0]","[0.9884931506849315]","[2.5676771780994725E8]","[1.7895113763255486E8]","[122436.38210329344]","[7.781658017739241E7]","[153.9266646429444]","[483088389]"
900,900,76.56436197681539,2.829391468331986,false,1221.996274206909,405878.04609791114,351767.7751449923,5.676064033067312E8,1,382,"[0.0]","[47.0]","[0.0]","[0.9873972602739726]","[5.676064033067312E8]","[3.919752304559979E8]","[351767.7751449923]","[1.7563117285073328E8]","[104.9343749182932]","[-1841076402]"
900,900,480.30791834726546,5.06729241039959,true,2714.0353668035573,438275.1811598694,137821.2135884648,2.4782406033101773E8,1,67,"[0.40922107674684993]","[20.0]","[147.0]","[0.9947945205479453]","[2.4782406033101773E8]","[1.728008916734106E8]","[137821.2135884648]","[7.502316865760715E7]","[216.79987426495802]","[230320170]"
900,900,267.27375928338586,3.0861537778186015,true,1249.6289974723695,234678.08853553393,115969.47917817245,1.3116490814677237E8,1,634,"[0.5476123198643684]","[111.0]","[156.0]","[0.9698630136986301]","[1.3116490814677237E8]","[9.337866716170688E7]","[115969.47917817245]","[3.778624098506549E7]","[122.18630042785387]","[2061611515]"
900,900,535.1819161486869,1.9914502435376105,true,2454.884590190464,431121.8809287413,49564.004526614626,7.947862038460137E7,1,709,"[0.9687671232876712]","[24.0]","[115.0]","[0.9936986301369863]","[7.947862038460137E7]","[5.8258534746866934E7]","[49564.004526614626]","[2.122008563773443E7]","[57.789539813047355]","[963380552]"
900,900,92.48655264151111,5.093913160100218,false,1994.4847556172022,358080.5498848295,297566.7909280081,5.865999344768469E8,3,228,"[0.0,0.0,0.0]","[26.0,26.0,26.0]","[0.0,0.0,0.0]","[0.9931506849315068,0.9931506849315068,0.9931506849315068]","[5.867709342349924E8,5.868159619610126E8,5.865999344768469E8]","[4.049884149314922E8,4.0503087439255756E8,4.048303178515267E8]","[297566.7909280081,297596.4250007142,297623.4258043349]","[1.817825193035002E8,1.8178508756845504E8,1.817696166253203E8]","[132.78462316483837,133.7075201709605,132.23010721074274]","[-379195387,-243439754,453683369]"
900,900,373.13805852145816,2.7850255115714457,true,2185.864473173282,373690.3545402281,105317.02404566764,2.0225684426869434E8,1,9,"[0.6637664889138366]","[31.0]","[191.0]","[0.9917808219178083]","[2.0225684426869434E8]","[1.4180445062494123E8]","[105317.02404566764]","[6.0452393643753126E7]","[127.9769167239702]","[-695188540]"
900,900,326.12538333037855,1.9376889050786272,false,2179.3082786236128,377914.1037581863,85319.72538358136,2.3814966399031782E8,1,224,"[0.8950684931506849]","[27.0]","[195.0]","[0.9928767123287672]","[2.3814966399031782E8]","[1.6614094745843977E8]","[85319.72538358136]","[7.200871653187805E7]","[117.9691542838176]","[-1969796170]"
900,900,249.43677081172584,1.5478888188574949,false,2128.4958277694695,219939.01042816084,97237.332003818,2.791108767831033E8,1,899,"[0.8087671232876712]","[56.0]","[163.0]","[0.9849315068493151]","[2.791108767831033E8]","[1.9433258250606892E8]","[97237.332003818]","[8.477829427703437E7]","[97.39714815891968]","[573297660]"
900,900,129.25564626852366,1.1809251515936787,true,3000.0,339742.3928080531,229170.72668083373,1.021894303300749E9,1,823,"[0.0]","[19.0]","[0.0]","[0.9950684931506849]","[1.021894303300749E9]","[7.016422517612902E8]","[229170.72668083373]","[3.2025205153945875E8]","[127.38374677571173]","[-1264075254]"
900,900,131.87825815338368,2.26872243617165,true,2330.1888116936725,194400.41563761584,140105.95929444133,4.154246527483572E8,1,406,"[0.0]","[49.0]","[0.0]","[0.9868493150684932]","[4.154246527483572E8]","[2.8763559010167575E8]","[140105.95929444133]","[1.2778906264668144E8]","[79.01511978425995]","[-417835718]"
900,900,162.0304374103298,2.399936504472889,false,1852.9622402785362,169295.76649535983,110106.1915530633,2.5262559101295936E8,1,129,"[0.556369785794814]","[76.0]","[157.0]","[0.9794520547945206]","[2.5262559101295936E8]","[1.7643452214882416E8]","[110106.1915530633]","[7.619106886413522E7]","[78.66588922558309]","[-1924735048]"
900,900,141.71249030024063,1.0739521411307558,false,2247.112357168944,337516.2922394922,224283.30212365332,7.881277349519093E8,1,439,"[0.0]","[29.0]","[0.0]","[0.9923287671232877]","[7.881277349519093E8]","[5.422703448891325E8]","[224283.30212365332]","[2.4585739006277686E8]","[132.51829203411128]","[1890963355]"
900,900,474.5563956211314,5.943453227070108,false,1885.5724131178786,257682.20492938574,87798.20934490421,1.0878979089309146E8,1,855,"[0.6704109589041096]","[72.0]","[64.0]","[0.9805479452054795]","[1.0878979089309146E8]","[7.803916457437597E7]","[87798.20934490421]","[3.0750626318715483E7]","[169.94549725754632]","[-114127544]"
900,900,201.25923114685526,1.23729476718775,false,2797.3145452116414,370535.69471984025,186912.78787255587,7.800010836177924E8,1,660,"[0.0]","[20.0]","[0.0]","[0.9947945205479453]","[7.800010836177924E8]","[5.3616507848261535E8]","[186912.78787255587]","[2.4383600513517702E8]","[158.52016777701039]","[-1995998966]"
900,900,428.98466911517767,1.5696566640596428,false,2505.2458623805487,311866.29464312905,1444.0529799287342,3.54988701092968E7,1,341,"[0.9750684931506849]","[32.0]","[92.0]","[0.9915068493150685]","[3.54988701092968E7]","[2.8088123136168722E7]","[1444.0529799287342]","[7410746.973128076]","[2.412416541343021]","[-1389221212]"
900,900,224.4025646663639,5.76582118474571,false,2335.870498585424,424285.6172250028,271701.4871163774,5.3274313528219175E8,1,846,"[0.0]","[20.0]","[0.0]","[0.9947945205479453]","[5.3274313528219175E8]","[3.675819585823059E8]","[271701.4871163774]","[1.6516117669988587E8]","[279.32298529794423]","[-2045243065]"
900,900,459.4236649554681,5.303349610234302,true,1944.0503723166794,276812.3432397625,91651.57086010148,1.0490628067905734E8,1,352,"[0.675068493150685]","[61.0]","[79.0]","[0.9835616438356164]","[1.0490628067905734E8]","[7.540256379341504E7]","[91651.57086010148]","[2.95037168856423E7]","[145.31564452329903]","[-1302337010]"
900,900,258.35190884057107,3.1103814832594905,true,1344.091453979438,226171.74571967503,112266.82338730809,1.3691609171081537E8,2,415,"[0.5927180355630821,0.5927180355630821]","[100.0,100.0]","[143.0,142.0]","[0.9728767123287672,0.9728767123287672]","[1.3697900043984163E8,1.3691609171081537E8]","[9.737261800027001E7,9.731282512679972E7]","[112266.82338730809,112356.03409534885]","[3.9606382439571604E7,3.960326658401567E7]","[116.19890311779692,117.20803338638738]","[-679410222,-345577143]"
900,900,432.4024489579172,2.102459084980454,true,1861.8605792740786,312508.37729780684,50518.715418675914,6.77764566144833E7,1,62,"[0.9712328767123287]","[52.0]","[106.0]","[0.986027397260274]","[6.77764566144833E7]","[5.02089529412943E7]","[50518.715418675914]","[1.7567503673189E7]","[56.98270323496686]","[782665710]"
900,900,50.0,5.968273257420922,false,1814.942171420581,321016.57034194126,302928.73241531744,4.905178959117135E8,1,766,"[0.0]","[51.0]","[0.0]","[0.9863013698630136]","[4.905178959117135E8]","[3.3941498968300074E8]","[302928.73241531744]","[1.511029062287127E8]","[45.658720043690785]","[904249649]"
900,900,449.15902993387436,2.397449357620788,false,1633.3990228471507,413016.78379111306,17790.944253909973,5.113298874961226E7,1,155,"[0.9654794520547946]","[42.0]","[127.0]","[0.9887671232876712]","[5.113298874961226E7]","[3.871663819767101E7]","[17790.944253909973]","[1.2416350551941242E7]","[30.12471175372363]","[1809653682]"
900,900,470.27790841150403,5.340783399356323,false,2068.5530311459333,254052.06544899344,74610.3010210732,1.0783784016097946E8,2,363,"[0.8071232876712329,0.8065753424657535]","[62.0,62.0]","[63.0,63.0]","[0.9832876712328767,0.9832876712328767]","[1.0783784016097946E8,1.0786237221322675E8]","[7.738077265785359E7,7.740345700798815E7]","[74610.3010210732,75096.97432608456]","[3.0457067503125876E7,3.0458915205238596E7]","[143.33578202922317,145.26797098408485]","[-698721455,1675280041]"
900,900,338.89658002294067,5.849501856131406,true,2698.4285050269164,212211.65877007466,111105.03719481136,2.0502728051117706E8,1,57,"[0.49224137931034484]","[48.0]","[82.0]","[0.9871232876712329]","[2.0502728051117706E8]","[1.4375061817322248E8]","[111105.03719481136]","[6.127666233795459E7]","[140.590442511194]","[1885832489]"
900,900,297.72279180391,5.22943902964917,false,1072.787134475072,233024.05440066237,123899.00839096661,9.708379947805509E7,1,788,"[0.43845050215208037]","[148.0]","[109.0]","[0.9597260273972603]","[9.708379947805509E7]","[7.01682788988747E7]","[123899.00839096661]","[2.6915520579180382E7]","[159.81020822477288]","[-1035339574]"
900,900,115.84745696791053,3.8390630184863843,true,1759.9557113735636,389382.94124004344,319252.49322417495,6.320948170834756E8,1,583,"[0.0]","[35.0]","[0.0]","[0.9906849315068493]","[6.320948170834756E8]","[4.3582370539471936E8]","[319252.49322417495]","[1.9627111168875623E8]","[138.963069895247]","[977604159]"
900,900,50.0,0.09918802744408459,true,2234.2168397596606,322155.41161612916,290079.0641832977,1.1589856651751657E9,1,599,"[0.0]","[41.0]","[0.0]","[0.989041095890411]","[1.1589856651751657E9]","[7.963386912722156E8]","[290079.0641832977]","[3.626469739029499E8]","[43.29807317899244]","[-1445990138]"
900,900,566.3288178218808,0.8141004122800634,true,2250.9280264183117,390513.85976072226,33126.00761815601,4.366954160827238E7,1,233,"[0.9747945205479452]","[32.0]","[93.0]","[0.9915068493150685]","[4.366954160827238E7]","[3.395601925872327E7]","[33126.00761815601]","[9713522.349549117]","[35.13559321760621]","[147051522]"
900,900,141.58722456225644,1.227644447110242,true,1060.0182590859044,327428.5982013389,221185.68089303593,3.331393072564783E8,1,185,"[0.0]","[72.0]","[0.0]","[0.9805479452054795]","[3.331393072564783E8]","[2.314323021000538E8]","[221185.68089303593]","[1.017070051564245E8]","[123.51066306982226]","[-2052035089]"
900,900,50.0,4.684681669087029,true,2145.0711864570594,118591.0732308691,111604.4168058769,2.4486243405764878E8,1,225,"[0.0]","[126.0]","[0.0]","[0.9657534246575342]","[2.4486243405764878E8]","[1.7140118284722826E8]","[111604.4168058769]","[7.346125121042053E7]","[16.679718281202888]","[-923140488]"
900,900,400.62786548028697,2.082861487506117,false,1902.3301333110135,302865.26561155607,23941.755597030784,6.482978282114283E7,1,734,"[0.9726027397260274]","[48.0]","[101.0]","[0.9871232876712329]","[6.482978282114283E7]","[4.799767391477607E7]","[23941.755597030784]","[1.6832108906366758E7]","[38.42798830174069]","[263949313]"
900,900,217.30645925371132,1.2661861513517096,true,1740.2938363010794,284689.85228144325,146999.57993520182,3.4062279733647895E8,1,380,"[0.0]","[53.0]","[0.0]","[0.9857534246575342]","[3.4062279733647895E8]","[2.3630538025431696E8]","[146999.57993520182]","[1.0431741708216198E8]","[116.55080849548655]","[844127181]"
900,900,446.60886531388485,1.8964167562270169,false,1462.2126235485557,322598.6001699519,4071.3255443591156,1.7575880351548646E7,1,646,"[0.9742465753424657]","[72.0]","[95.0]","[0.9805479452054795]","[1.7575880351548646E7]","[1.5876299236419765E7]","[4071.3255443591156]","[1699581.1151288818]","[6.748353360663795]","[1305044710]"
900,900,83.00143316430118,6.0,true,1588.5300096665635,100000.0,89039.32931209591,1.0566799018676035E8,1,237,"[1.0]","[384.0]","[1.0]","[0.8950684931506849]","[1.0566799018676035E8]","[7.61922692060698E7]","[89039.32931209591]","[2.9475720980690554E7]","[25.88237149843543]","[1655530738]"
900,900,488.83574340861026,5.429271366116215,false,1978.631891930942,244157.18120190574,73473.5261650518,9.871032913841845E7,1,561,"[0.8147945205479452]","[77.0]","[59.0]","[0.9791780821917808]","[9.871032913841845E7]","[7.116211513351192E7]","[73473.5261650518]","[2.754821400490653E7]","[142.76944483890662]","[-4209902]"
900,900,416.1590684737511,1.6796059199838067,true,2271.693212562615,371691.6832999694,61714.763050050344,1.2698761198758548E8,1,567,"[0.9547945205479452]","[31.0]","[157.0]","[0.9917808219178083]","[1.2698761198758548E8]","[9.064776203484064E7]","[61714.763050050344]","[3.633984995274485E7]","[65.98230613741032]","[1913256994]"
900,900,391.4116896247722,1.53710718264924,true,2052.174811497666,264686.21558705845,42651.9727568647,7.236574445930822E7,1,886,"[0.9747945205479452]","[53.0]","[93.0]","[0.9857534246575342]","[7.236574445930822E7]","[5.3352918458296455E7]","[42651.9727568647]","[1.901282600101177E7]","[44.307282100412976]","[762880212]"
900,900,108.45451709717281,1.6767580376743956,false,1852.11914344264,296473.21526227286,228557.71637426646,6.219730509329777E8,2,145,"[0.0,0.0]","[41.0,41.0]","[0.0,0.0]","[0.989041095890411,0.989041095890411]","[6.220186338725494E8,6.219730509329777E8]","[4.289432887125867E8,4.2898447629814935E8]","[228568.35447939107,228557.71637426646]","[1.9307534515996268E8,1.9298857463482827E8]","[101.21620687616658,102.31719313274215]","[-1436801439,-170466847]"
900,900,78.44590873229365,4.681611935366345,false,1661.119868247325,114692.3406397414,101334.12812235684,1.635926053400783E8,1,2,"[0.5388140933829848]","[143.0]","[72.0]","[0.9610958904109589]","[1.635926053400783E8]","[1.157989426562643E8]","[101334.12812235684]","[4.779366268381398E7]","[29.993806180709328]","[-1756353177]"
900,900,189.51043986442195,5.795372267170436,true,2695.5849755976196,357510.58575265727,247815.22286983446,5.424315773519208E8,2,98,"[0.0,0.0]","[20.0,20.0]","[0.0,0.0]","[0.9947945205479453,0.9947945205479453]","[5.424315773519208E8,5.426981306849432E8]","[3.74144719745344E8,3.743648055133829E8]","[247978.127697371,247815.22286983446]","[1.6828685760657683E8,1.6833332517156032E8]","[207.9641199534869,204.47938774693523]","[1219535917,-644633524]"
900,900,84.56360112803256,5.674293576417788,true,2445.3846764969894,384093.19054432627,341457.8016744683,7.688565220346498E8,1,467,"[0.0]","[27.0]","[0.0]","[0.9928767123287672]","[7.688565220346498E8]","[5.2947347276321477E8]","[341457.8016744683]","[2.3938304927143514E8]","[99.92321835397254]","[-6663116]"
900,900,361.241346485466,4.416356983741014,true,1619.4641169136098,200595.58640990098,81848.39048456437,8.84488442732284E7,1,214,"[0.8241095890410959]","[123.0]","[64.0]","[0.9665753424657534]","[8.84488442732284E7]","[6.423129795427612E7]","[81848.39048456437]","[2.421754631895228E7]","[109.43339456078873]","[-1138853739]"
900,900,419.72591495826373,2.3130347641857343,true,2335.2760613704168,419480.30116485746,82489.36246642766,1.7038379975357547E8,1,596,"[0.8745205479452055]","[26.0]","[188.0]","[0.9931506849315068]","[1.7038379975357547E8]","[1.2012284860739253E8]","[82489.36246642766]","[5.026095114618294E7]","[93.81950544648089]","[-221162485]"
900,900,361.9218214141382,3.9424041387634055,true,1646.347473809844,200562.2359832005,75448.46758543895,8.546297185152149E7,1,747,"[0.9183561643835616]","[120.0]","[64.0]","[0.9673972602739725]","[8.546297185152149E7]","[6.216515392952012E7]","[75448.46758543895]","[2.3297817922001373E7]","[101.29895628110405]","[-816811780]"
900,900,440.40121845345004,1.9426242585848734,true,1987.8814266659,349162.2322312394,54022.174739312126,8.26155277676618E7,1,592,"[0.9663013698630137]","[41.0]","[124.0]","[0.989041095890411]","[8.26155277676618E7]","[6.033098324583075E7]","[54022.174739312126]","[2.228454452183104E7]","[54.63209110038785]","[-1160729045]"
900,900,328.9967377932012,3.7773815255691305,true,1000.0,450000.0,188810.56926748203,1.5017815862927476E8,1,527,"[0.0]","[65.0]","[0.0]","[0.9824657534246576]","[1.5017815862927476E8]","[1.0630806851385528E8]","[188810.56926748203]","[4.387009011541947E7]","[231.3529482844474]","[-716469316]"
